status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,year
for_sale,3,2,0.25,Holyoke,Massachusetts,1040,1637.0,2002-06-26,174900.0,2002
for_sale,5,2,0.13,Holyoke,Massachusetts,1040,1924.0,2001-10-15,175000.0,2001
for_sale,5,2,1.27,Orange,Massachusetts,1364,1495.0,2011-04-29,160000.0,2011
for_sale,2,2,6.0,Leverett,Massachusetts,1054,1779.0,1997-05-29,389900.0,1997
for_sale,3,1,0.69,Southampton,Massachusetts,1073,1200.0,2000-07-10,300000.0,2000
for_sale,4,2,0.11,Holyoke,Massachusetts,1040,1989.0,1992-07-10,239900.0,1992
for_sale,1,2,0.53,Greenfield,Massachusetts,1301,3792.0,2008-09-24,299900.0,2008
for_sale,3,2,0.22,Easthampton,Massachusetts,1027,2037.0,2008-11-20,299900.0,2008
for_sale,5,2,1.85,South Hadley,Massachusetts,1075,4510.0,2005-02-01,759000.0,2005
for_sale,3,2,0.05,Holyoke,Massachusetts,1040,1644.0,2018-01-18,139000.0,2018
for_sale,2,1,0.25,South Hadley,Massachusetts,1075,800.0,2004-07-06,110000.0,2004
for_sale,3,2,0.25,Holyoke,Massachusetts,1040,4620.0,1997-12-12,215000.0,1997
for_sale,4,2,1.3,Deerfield,Massachusetts,1373,2032.0,1993-12-13,386000.0,1993
for_sale,3,1,3.87,West Springfield,Massachusetts,1089,1008.0,1989-07-14,375000.0,1989
for_sale,4,5,7.81,Hadley,Massachusetts,1035,7000.0,1997-08-06,1295000.0,1997
for_sale,4,4,1.59,Deerfield,Massachusetts,1373,3444.0,2002-05-17,799000.0,2002
for_sale,5,2,0.15,Chicopee,Massachusetts,1020,2316.0,2020-09-28,289900.0,2020
for_sale,4,2,0.17,Chicopee,Massachusetts,1013,2030.0,1996-12-30,195500.0,1996
for_sale,3,5,14.48,Williamsburg,Massachusetts,1038,3112.0,2004-04-29,1390000.0,2004
for_sale,3,3,19.23,Southampton,Massachusetts,1073,2268.0,2002-11-22,285000.0,2002
for_sale,1,1,0.29,Greenfield,Massachusetts,1301,640.0,1988-03-01,184900.0,1988
for_sale,2,1,0.15,Easthampton,Massachusetts,1027,1276.0,1996-11-27,195000.0,1996
for_sale,3,3,0.1,South Hadley,Massachusetts,1075,1781.0,2009-08-21,219900.0,2009
for_sale,3,1,0.13,Holyoke,Massachusetts,1040,1456.0,2019-10-21,279900.0,2019
for_sale,2,1,0.22,Greenfield,Massachusetts,1301,816.0,1993-04-29,215000.0,1993
for_sale,3,2,0.25,Northampton,Massachusetts,1062,1609.0,2004-06-29,425000.0,2004
for_sale,4,3,0.46,South Hadley,Massachusetts,1075,2108.0,2021-09-21,400000.0,2021
for_sale,4,5,1.02,Granby,Massachusetts,1033,2396.0,2015-01-09,500000.0,2015
for_sale,5,2,0.38,Northampton,Massachusetts,1060,3364.0,1991-05-22,689000.0,1991
for_sale,4,2,0.13,Chicopee,Massachusetts,1020,1596.0,2007-03-21,249987.0,2007
for_sale,3,1,0.26,Chicopee,Massachusetts,1020,1048.0,2005-07-18,199900.0,2005
for_sale,4,2,0.14,Holyoke,Massachusetts,1040,2040.0,2000-08-16,185000.0,2000
for_sale,4,2,0.12,Holyoke,Massachusetts,1040,1599.0,1996-01-31,214900.0,1996
for_sale,5,2,0.85,South Hadley,Massachusetts,1075,1605.0,2017-02-13,379900.0,2017
for_sale,3,1,0.29,Greenfield,Massachusetts,1301,1482.0,2001-10-31,275000.0,2001
for_sale,4,2,0.62,Ludlow,Massachusetts,1056,1988.0,2016-08-11,379900.0,2016
for_sale,3,2,1.07,Greenfield,Massachusetts,1301,1100.0,2006-08-31,340000.0,2006
for_sale,6,4,0.16,Chicopee,Massachusetts,1020,2844.0,2019-12-30,300000.0,2019
for_sale,4,2,0.18,Northampton,Massachusetts,1060,2382.0,1990-08-02,824900.0,1990
for_sale,4,1,0.91,Easthampton,Massachusetts,1027,1404.0,2021-09-23,349900.0,2021
for_sale,4,2,0.11,Chicopee,Massachusetts,1013,1872.0,2004-08-20,259900.0,2004
for_sale,3,2,0.16,Springfield,Massachusetts,1104,1284.0,2011-08-26,240000.0,2011
for_sale,5,5,2.0,Williamsburg,Massachusetts,1096,4476.0,2009-06-30,1290000.0,2009
for_sale,3,1,0.26,Holyoke,Massachusetts,1040,1096.0,2019-05-10,289900.0,2019
for_sale,2,2,0.23,South Hadley,Massachusetts,1075,1210.0,2004-05-21,199900.0,2004
for_sale,9,10,2.83,Greenfield,Massachusetts,1301,5512.0,2004-07-01,945000.0,2004
for_sale,2,1,2.61,Montague,Massachusetts,1351,936.0,1987-07-23,270000.0,1987
for_sale,4,2,0.59,Hadley,Massachusetts,1035,2394.0,2018-06-08,439500.0,2018
for_sale,3,3,0.14,Holyoke,Massachusetts,1040,1978.0,2009-06-24,289000.0,2009
for_sale,8,4,0.14,Greenfield,Massachusetts,1301,4192.0,2011-09-28,299900.0,2011
for_sale,2,1,0.27,Greenfield,Massachusetts,1301,1200.0,2006-02-17,235000.0,2006
for_sale,3,3,0.4,Easthampton,Massachusetts,1027,1916.0,2008-01-25,449000.0,2008
for_sale,5,4,0.72,Hadley,Massachusetts,1035,4468.0,1998-01-06,995000.0,1998
for_sale,3,2,0.54,Granby,Massachusetts,1033,1336.0,2019-08-02,325000.0,2019
for_sale,2,1,0.5,Northampton,Massachusetts,1062,1072.0,1999-09-09,399999.0,1999
for_sale,4,4,0.91,South Hadley,Massachusetts,1075,2420.0,2012-10-09,547500.0,2012
for_sale,3,2,0.53,Granby,Massachusetts,1033,880.0,2018-03-19,299900.0,2018
for_sale,2,1,0.48,Southampton,Massachusetts,1073,1115.0,2000-09-29,319000.0,2000
for_sale,3,2,0.26,Orange,Massachusetts,1364,1300.0,2005-04-15,349990.0,2005
for_sale,3,2,0.2,Chicopee,Massachusetts,1020,1584.0,2020-09-18,299900.0,2020
for_sale,3,2,0.05,Orange,Massachusetts,1364,1092.0,2005-05-04,219900.0,2005
for_sale,3,1,0.47,Athol,Massachusetts,1331,1268.0,2004-12-21,156750.0,2004
for_sale,6,3,0.31,Holyoke,Massachusetts,1040,2408.0,2007-12-14,365000.0,2007
for_sale,3,1,0.15,Chicopee,Massachusetts,1020,1170.0,2008-01-03,219000.0,2008
for_sale,3,2,0.27,Chicopee,Massachusetts,1013,1265.0,2000-10-18,259900.0,2000
for_sale,4,2,0.17,Holyoke,Massachusetts,1040,2094.0,2003-08-13,299987.0,2003
for_sale,7,4,0.33,Orange,Massachusetts,1364,2538.0,1987-12-07,377000.0,1987
for_sale,3,1,0.34,Easthampton,Massachusetts,1027,1248.0,2012-01-06,350000.0,2012
for_sale,4,2,0.16,Chicopee,Massachusetts,1020,1280.0,2020-09-11,375000.0,2020
for_sale,3,2,0.33,Montague,Massachusetts,1351,1770.0,2009-06-25,266000.0,2009
for_sale,3,1,0.41,Montague,Massachusetts,1351,960.0,2002-10-17,240000.0,2002
for_sale,2,2,0.57,Orange,Massachusetts,1364,924.0,2008-09-23,149900.0,2008
for_sale,4,3,0.18,Holyoke,Massachusetts,1040,4704.0,1989-04-26,249900.0,1989
for_sale,3,1,0.15,Greenfield,Massachusetts,1301,1416.0,1998-12-15,235000.0,1998
for_sale,6,7,4.52,South Hadley,Massachusetts,1075,6250.0,2005-11-02,1500000.0,2005
for_sale,5,2,2.11,Athol,Massachusetts,1331,3024.0,1984-04-27,275000.0,1984
for_sale,3,1,0.4,Williamsburg,Massachusetts,1096,1529.0,2015-04-30,265000.0,2015
for_sale,4,2,0.13,Holyoke,Massachusetts,1040,1529.0,2021-03-22,229000.0,2021
for_sale,3,1,0.65,West Springfield,Massachusetts,1089,1424.0,2004-06-28,299000.0,2004
for_sale,3,1,0.8,Easthampton,Massachusetts,1027,1040.0,2006-07-21,309000.0,2006
for_sale,4,1,1.06,Holyoke,Massachusetts,1040,1243.0,1988-08-30,279900.0,1988
for_sale,6,2,0.13,Chicopee,Massachusetts,1020,2288.0,2019-06-03,294900.0,2019
for_sale,4,3,1.6,Blandford,Massachusetts,1008,1960.0,2015-05-01,399900.0,2015
for_sale,4,3,0.69,Blandford,Massachusetts,1008,3476.0,2007-07-02,675000.0,2007
for_sale,4,3,100.5,Blandford,Massachusetts,1008,3063.0,2007-08-29,1237542.0,2007
for_sale,4,3,2.34,Coventry,Connecticut,6238,3320.0,2021-06-01,579900.0,2021
for_sale,2,1,0.91,East Windsor,Connecticut,6016,960.0,2012-06-06,215000.0,2012
for_sale,2,1,0.36,Vernon,Connecticut,6066,860.0,2016-09-02,144900.0,2016
for_sale,4,2,0.38,East Windsor,Connecticut,6016,1617.0,1999-09-30,289900.0,1999
for_sale,3,2,0.4,Ware,Massachusetts,1082,1911.0,1998-07-27,239900.0,1998
for_sale,3,3,0.92,Ellington,Connecticut,6029,1960.0,2010-06-28,349900.0,2010
for_sale,3,1,1.43,East Windsor,Connecticut,6016,1351.0,2009-06-05,239900.0,2009
for_sale,3,2,0.87,Vernon,Connecticut,6066,1850.0,2015-11-09,299900.0,2015
for_sale,4,1,0.64,Longmeadow,Massachusetts,1028,1296.0,2017-06-23,329000.0,2017
for_sale,12,3,0.15,Springfield,Massachusetts,1105,3902.0,2014-12-24,369900.0,2014
for_sale,4,3,1.64,Stafford,Connecticut,6076,2056.0,2006-07-11,399900.0,2006
for_sale,3,2,0.15,Springfield,Massachusetts,1118,1613.0,2014-01-30,299900.0,2014
for_sale,5,3,0.14,Springfield,Massachusetts,1108,2328.0,1987-11-20,289900.0,1987
for_sale,3,2,0.51,Manchester,Connecticut,6040,1828.0,2000-07-31,349900.0,2000
for_sale,3,1,0.23,Enfield,Connecticut,6082,1220.0,2003-11-14,249900.0,2003
for_sale,3,1,0.69,Stafford,Connecticut,6076,1192.0,2003-11-17,300000.0,2003
for_sale,4,4,0.21,Springfield,Massachusetts,1129,2016.0,2007-07-24,350000.0,2007
for_sale,3,1,0.39,Palmer,Massachusetts,1069,1166.0,2013-01-16,260000.0,2013
for_sale,3,2,0.26,Ellington,Connecticut,6029,1174.0,2008-07-09,248900.0,2008
for_sale,9,3,0.11,Springfield,Massachusetts,1151,3656.0,2008-06-18,375000.0,2008
for_sale,4,2,1.0,Brimfield,Massachusetts,1010,1765.0,2003-11-26,129900.0,2003
for_sale,2,1,0.35,Brimfield,Massachusetts,1010,814.0,2004-01-16,164900.0,2004
for_sale,4,4,1.52,Brimfield,Massachusetts,1010,3408.0,2005-03-30,559000.0,2005
for_sale,3,4,5.93,Brimfield,Massachusetts,1010,5500.0,1993-04-01,899900.0,1993
for_sale,3,1,0.25,Chester,Massachusetts,1011,1367.0,2009-11-13,115900.0,2009
for_sale,1,1,0.47,Cummington,Massachusetts,1026,608.0,2019-10-25,160000.0,2019
for_sale,3,3,21.0,Granville,Massachusetts,1034,3362.0,1996-06-27,649000.0,1996
for_sale,3,2,0.24,Becket,Massachusetts,1223,1422.0,1994-07-20,149900.0,1994
for_sale,3,3,0.14,Springfield,Massachusetts,1104,1588.0,2005-06-09,289900.0,2005
for_sale,3,2,1.13,Westfield,Massachusetts,1085,2448.0,2004-10-29,439900.0,2004
for_sale,3,2,0.49,Agawam,Massachusetts,1030,1708.0,1992-08-06,379900.0,1992
for_sale,2,1,3.0,Savoy,Massachusetts,1256,980.0,2006-09-20,149900.0,2006
for_sale,2,1,0.12,Springfield,Massachusetts,1104,864.0,1994-06-30,195000.0,1994
for_sale,3,2,4.28,Southwick,Massachusetts,1077,1410.0,1990-03-28,349900.0,1990
for_sale,3,2,0.37,West Springfield,Massachusetts,1089,1269.0,2017-11-17,299900.0,2017
for_sale,3,2,0.34,Westfield,Massachusetts,1085,1424.0,2021-11-10,299413.0,2021
for_sale,6,3,0.14,West Springfield,Massachusetts,1089,2673.0,2006-11-28,389999.0,2006
for_sale,3,2,0.34,Westfield,Massachusetts,1085,1536.0,2018-03-30,349900.0,2018
for_sale,4,2,1.03,East Longmeadow,Massachusetts,1028,1638.0,2009-08-28,349900.0,2009
for_sale,1,1,0.09,East Longmeadow,Massachusetts,1028,793.0,2001-08-10,129000.0,2001
for_sale,4,5,0.26,East Longmeadow,Massachusetts,1028,4122.0,2003-01-24,674444.0,2003
for_sale,3,2,0.23,East Longmeadow,Massachusetts,1028,1259.0,2019-05-10,249900.0,2019
for_sale,2,1,0.38,East Longmeadow,Massachusetts,1028,988.0,2005-04-28,279000.0,2005
for_sale,3,1,0.8,East Longmeadow,Massachusetts,1028,1196.0,2019-10-24,259000.0,2019
for_sale,4,3,0.28,East Longmeadow,Massachusetts,1028,2500.0,2019-06-21,399000.0,2019
for_sale,4,4,0.97,East Longmeadow,Massachusetts,1028,3000.0,2006-09-28,739900.0,2006
for_sale,2,2,0.46,East Longmeadow,Massachusetts,1028,1174.0,2001-12-17,299000.0,2001
for_sale,4,1,0.22,East Longmeadow,Massachusetts,1028,1425.0,2013-03-26,304900.0,2013
for_sale,2,1,0.57,East Longmeadow,Massachusetts,1028,1020.0,2001-08-20,409900.0,2001
for_sale,4,3,0.61,Agawam,Massachusetts,1030,2857.0,2006-07-31,589900.0,2006
for_sale,3,1,0.28,Agawam,Massachusetts,1030,1260.0,2006-09-15,300000.0,2006
for_sale,5,4,0.53,Agawam,Massachusetts,1030,2094.0,1996-07-31,439900.0,1996
for_sale,3,1,1.41,Hardwick,Massachusetts,1031,1092.0,1989-12-08,269900.0,1989
for_sale,9,6,0.19,Adams,Massachusetts,1220,5364.0,1998-06-25,399900.0,1998
for_sale,2,2,0.28,Adams,Massachusetts,1220,1206.0,2011-10-28,159900.0,2011
for_sale,13,7,0.2,Adams,Massachusetts,1220,4233.0,2008-09-15,324900.0,2008
for_sale,3,3,1.4,Buckland,Massachusetts,1339,2234.0,2005-07-29,349900.0,2005
for_sale,3,1,0.09,Springfield,Massachusetts,1104,1303.0,1998-08-27,150000.0,1998
for_sale,9,3,0.13,Springfield,Massachusetts,1104,3511.0,2005-06-02,199900.0,2005
for_sale,4,8,12.1,Worthington,Massachusetts,1098,14240.0,2001-10-05,2995000.0,2001
for_sale,1,1,5.46,Cummington,Massachusetts,1026,600.0,2021-05-05,144000.0,2021
for_sale,3,1,0.17,Pittsfield,Massachusetts,1201,1180.0,2005-12-06,139900.0,2005
for_sale,3,2,0.16,Pittsfield,Massachusetts,1201,1352.0,2001-11-21,209000.0,2001
for_sale,3,1,0.31,Pittsfield,Massachusetts,1201,1152.0,2000-06-28,231500.0,2000
for_sale,3,2,0.5,Cheshire,Massachusetts,1225,1756.0,1993-09-14,324900.0,1993
for_sale,4,2,17.84,Huntington,Massachusetts,1050,2196.0,2014-09-08,380000.0,2014
for_sale,5,3,0.15,Pittsfield,Massachusetts,1201,2549.0,1997-12-01,225000.0,1997
for_sale,4,2,0.21,Pittsfield,Massachusetts,1201,1200.0,2005-07-28,209900.0,2005
for_sale,3,3,0.52,Cheshire,Massachusetts,1225,2191.0,2007-12-03,355000.0,2007
for_sale,4,3,0.46,Pittsfield,Massachusetts,1201,2908.0,2010-12-01,629900.0,2010
for_sale,3,2,2.99,Otis,Massachusetts,1253,2372.0,1993-10-06,400000.0,1993
for_sale,2,1,0.29,Winchester,Connecticut,6098,1450.0,2015-03-13,40000.0,2015
for_sale,3,2,0.21,Winchester,Connecticut,6098,1248.0,2004-03-17,59900.0,2004
for_sale,4,3,3.35,Barkhamsted,Connecticut,6063,2626.0,2022-01-04,556000.0,2022
for_sale,3,1,0.39,Enfield,Connecticut,6082,1494.0,2015-07-06,249900.0,2015
for_sale,5,3,13.8,Winchester,Connecticut,6098,2482.0,2005-05-02,365000.0,2005
for_sale,3,2,0.16,Great Barrington,Massachusetts,1230,1500.0,1991-03-01,429000.0,1991
for_sale,3,2,0.35,North Canaan,Connecticut,6018,1620.0,2011-08-23,299000.0,2011
for_sale,14,15,2.4,Great Barrington,Massachusetts,1230,10302.0,2009-06-12,1390000.0,2009
for_sale,5,4,2.06,Suffield,Connecticut,6078,3323.0,2018-07-02,539000.0,2018
for_sale,9,9,1.0,Sheffield,Massachusetts,1257,5358.0,2001-05-01,839000.0,2001
for_sale,3,3,2.0,Monterey,Massachusetts,1230,2482.0,2002-01-07,699000.0,2002
for_sale,4,2,0.32,Windsor Locks,Connecticut,6096,1735.0,2014-03-03,221000.0,2014
for_sale,3,3,0.12,Winchester,Connecticut,6098,838.0,2010-01-27,735000.0,2010
for_sale,3,2,0.19,Winchester,Connecticut,6098,2005.0,2007-07-19,175000.0,2007
for_sale,4,1,0.28,Enfield,Connecticut,6082,1152.0,2003-04-17,165000.0,2003
for_sale,3,1,0.21,Winchester,Connecticut,6098,1595.0,2007-10-17,140000.0,2007
for_sale,5,3,0.19,Great Barrington,Massachusetts,1230,2173.0,2004-08-04,449797.0,2004
for_sale,5,3,0.12,Enfield,Connecticut,6082,3117.0,2014-07-01,270000.0,2014
for_sale,3,2,1.26,Barkhamsted,Connecticut,6063,1584.0,2002-07-24,389000.0,2002
for_sale,5,3,0.3,Enfield,Connecticut,6082,1772.0,2005-08-15,294900.0,2005
for_sale,3,3,1.0,Norfolk,Connecticut,6058,2925.0,1988-04-14,425000.0,1988
for_sale,4,4,9.3,Granville,Massachusetts,1034,3164.0,1997-12-16,799000.0,1997
for_sale,4,4,1.56,Suffield,Connecticut,6078,3275.0,2002-10-17,699900.0,2002
for_sale,5,3,46.28,Colebrook,Connecticut,6021,3307.0,2000-12-05,1095000.0,2000
for_sale,5,3,1.97,North Canaan,Connecticut,6018,3058.0,2001-10-01,399000.0,2001
for_sale,2,1,0.16,Winchester,Connecticut,6098,500.0,2017-10-16,169900.0,2017
for_sale,4,3,1.34,Granby,Connecticut,6060,2967.0,2002-12-02,485000.0,2002
for_sale,3,1,0.14,Winchester,Connecticut,6098,1170.0,2021-04-29,279000.0,2021
for_sale,3,2,0.23,Winchester,Connecticut,6098,1346.0,2008-07-28,225000.0,2008
for_sale,3,2,4.1,Sheffield,Massachusetts,1222,1900.0,2003-06-23,575000.0,2003
for_sale,6,6,0.76,Longmeadow,Massachusetts,1106,3902.0,1986-06-01,869000.0,1986
for_sale,4,2,0.1,Springfield,Massachusetts,1104,2160.0,1988-03-02,239999.0,1988
for_sale,3,3,5.2,Great Barrington,Massachusetts,1230,2900.0,2006-05-11,2100000.0,2006
for_sale,4,3,1.2,Suffield,Connecticut,6078,3590.0,2014-05-30,749999.0,2014
for_sale,6,4,0.19,Enfield,Connecticut,6082,1664.0,2002-12-31,174900.0,2002
for_sale,3,3,6.92,Barkhamsted,Connecticut,6063,2462.0,2022-01-04,493000.0,2022
for_sale,3,1,0.06,Enfield,Connecticut,6082,1209.0,2021-08-05,189900.0,2021
for_sale,4,6,4.13,Winchester,Connecticut,6098,3448.0,2001-12-18,299900.0,2001
for_sale,2,1,1.02,Enfield,Connecticut,6082,1212.0,2000-08-30,189900.0,2000
for_sale,3,1,0.11,Winchester,Connecticut,6098,1156.0,2006-03-17,154500.0,2006
for_sale,4,4,2.41,Granby,Connecticut,6060,3394.0,2000-06-07,550000.0,2000
for_sale,4,3,6.67,Granby,Connecticut,6035,2166.0,2003-06-13,357500.0,2003
for_sale,6,6,40.1,Norfolk,Connecticut,6058,7268.0,1994-01-25,1745000.0,1994
for_sale,3,1,0.8,Windsor Locks,Connecticut,6096,1256.0,2010-06-02,245900.0,2010
for_sale,1,1,2.23,Sandisfield,Massachusetts,1255,5104.0,2008-12-12,349000.0,2008
for_sale,4,4,2.31,Canton,Connecticut,6019,2652.0,2019-05-09,649900.0,2019
for_sale,4,3,0.69,Simsbury,Connecticut,6070,2126.0,2015-06-30,475000.0,2015
for_sale,7,7,24.35,New Marlborough,Massachusetts,1259,6200.0,2004-11-12,3250000.0,2004
for_sale,4,4,1.3,Sheffield,Massachusetts,1257,5005.0,2000-10-17,729000.0,2000
for_sale,4,3,0.87,Longmeadow,Massachusetts,1106,2501.0,1979-12-01,649000.0,1979
for_sale,6,2,0.1,Springfield,Massachusetts,1109,1728.0,2004-01-07,250000.0,2004
for_sale,10,5,0.19,Pittsfield,Massachusetts,1201,4260.0,2002-02-11,229000.0,2002
for_sale,3,1,0.31,Pittsfield,Massachusetts,1201,1892.0,2002-06-07,124900.0,2002
for_sale,6,2,0.57,Hinsdale,Massachusetts,1235,2979.0,1993-06-01,109900.0,1993
for_sale,3,1,0.21,Pittsfield,Massachusetts,1201,1746.0,1987-07-24,224900.0,1987
for_sale,7,4,0.4,Adams,Massachusetts,1220,2992.0,2007-07-24,254900.0,2007
for_sale,2,1,0.22,Pittsfield,Massachusetts,1201,1175.0,1999-06-30,169900.0,1999
for_sale,5,3,0.1,Pittsfield,Massachusetts,1201,2027.0,2008-01-18,149900.0,2008
for_sale,2,2,0.24,Pittsfield,Massachusetts,1201,1044.0,1991-06-21,264999.0,1991
for_sale,4,3,62.0,Plainfield,Massachusetts,1070,2650.0,2014-02-10,649000.0,2014
for_sale,4,1,0.3,Adams,Massachusetts,1220,1360.0,1990-12-26,395000.0,1990
for_sale,8,2,0.22,Pittsfield,Massachusetts,1201,3278.0,1999-01-29,289000.0,1999
for_sale,3,2,0.17,Dalton,Massachusetts,1226,1376.0,1987-07-16,289900.0,1987
for_sale,20,18,0.71,Pittsfield,Massachusetts,1201,15096.0,2010-11-17,239000.0,2010
for_sale,3,2,0.2,Pittsfield,Massachusetts,1201,1572.0,2011-01-07,239900.0,2011
for_sale,8,8,0.23,Pittsfield,Massachusetts,1201,6120.0,1989-03-02,539900.0,1989
for_sale,12,4,0.22,Pittsfield,Massachusetts,1201,4200.0,1993-02-04,184900.0,1993
for_sale,3,1,0.24,Lanesborough,Massachusetts,1237,875.0,2006-10-20,185000.0,2006
for_sale,4,1,46.0,Worthington,Massachusetts,1098,2180.0,1996-10-22,750000.0,1996
for_sale,3,2,0.23,Pittsfield,Massachusetts,1201,1362.0,2005-12-21,299999.0,2005
for_sale,3,2,0.75,Pittsfield,Massachusetts,1201,2190.0,2004-12-17,459900.0,2004
for_sale,4,4,196.1,Lanesborough,Massachusetts,1237,3396.0,1999-06-16,999000.0,1999
for_sale,5,4,58.0,Savoy,Massachusetts,1256,4685.0,1995-10-17,975000.0,1995
for_sale,2,2,0.18,Pittsfield,Massachusetts,1201,1094.0,2007-09-05,224900.0,2007
for_sale,2,1,0.34,Pittsfield,Massachusetts,1201,791.0,2006-09-01,80000.0,2006
for_sale,2,1,0.36,Adams,Massachusetts,1220,1032.0,2005-06-29,99000.0,2005
for_sale,3,2,0.11,Pittsfield,Massachusetts,1201,1122.0,2001-07-12,110000.0,2001
for_sale,4,2,0.06,Pittsfield,Massachusetts,1201,1872.0,1981-01-01,119900.0,1981
for_sale,3,2,0.3,Pittsfield,Massachusetts,1201,1260.0,1999-01-29,250000.0,1999
for_sale,8,7,0.13,Adams,Massachusetts,1220,9516.0,1988-07-06,369900.0,1988
for_sale,2,1,0.02,Adams,Massachusetts,1220,640.0,1988-11-04,99900.0,1988
for_sale,4,2,0.36,Pittsfield,Massachusetts,1201,1610.0,2008-10-22,279900.0,2008
for_sale,3,2,0.46,Pittsfield,Massachusetts,1201,1536.0,2005-09-12,299900.0,2005
for_sale,3,1,0.18,Pittsfield,Massachusetts,1201,1080.0,2006-01-20,229900.0,2006
for_sale,10,4,0.13,Pittsfield,Massachusetts,1201,3736.0,2013-10-01,475000.0,2013
for_sale,8,4,0.24,Pittsfield,Massachusetts,1201,3344.0,1992-04-30,169000.0,1992
